ID,y,Antiguedad,Volumen,Consumo,Ship_to,Frec,Tiempo_ultima_compra,Devolucion,Venta_2020,Venta_2021,Venta_2022,Venta_2023,Crecimiento_21vs20,Crecimiento_22vs21,Crecimiento_23vs22,Territorio,Estado,Cliente_Nuevo,Anio_Registro,Compra_unica,Material.Number,Temporada,SO,Linea_Negocio,n_Estado,n_Anio_Registro,n_Material.Number,n_Linea_Negocio,n_Estado_CHP,n_Estado_COA,n_Estado_GUA,n_Estado_JAL,n_Estado_MIC,n_Estado_Otros,n_Estado_PUE,n_Estado_SIN,n_Estado_TAM,n_Anio_Registro_2017,n_Anio_Registro_2018,n_Anio_Registro_2019,n_Anio_Registro_2020,n_Anio_Registro_2021,n_Anio_Registro_2022,n_Anio_Registro_2023,n_Material.Number_1001368,n_Material.Number_26867,n_Material.Number_Otros,n_Linea_Negocio_FG,n_Linea_Negocio_HN,n_Linea_Negocio_HS,n_Linea_Negocio_IN
21263719,1,0.3770584047426065,-0.20936935949746796,-0.25159970569061146,-0.20169874510175434,-0.38064008644505065,3.107170789289274,-0.31438955862907936,-0.2553834734043649,-0.248106902986786,-0.2544450805824864,-0.23919235550919413,-0.15572183830476838,-0.12492944470829975,-0.060137265829718047,A5342A,JAL,False,2019,False,26867,OI,3CR,HS,JAL,2019,26867,HS,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21109322,0,0.9495540521005558,-0.18339992819874035,-0.1745385681519376,-0.20169874510175434,-0.3293887024596994,-0.7197753196167741,-0.04822763128029292,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,0.04298278506661937,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9572D,SON,False,2017,False,55475,OI,3CR,HS,Otros,2017,Otros,HS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21108308,1,0.9495540521005558,-0.1798266126976121,-0.25291074618760834,0.03311471934506413,0.07421594642494124,2.4567205632704296,-0.31438955862907936,-0.2624792202563235,-0.248106902986786,-0.2544450805824864,-0.23919235550919413,-0.15572183830476838,-0.12492944470829975,-0.060137265829718047,A5D42A,CMX,False,2017,False,57544,OI,3CR,FG,Otros,2017,Otros,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21334092,1,-0.17447630358164207,-0.2136604302779697,-0.25521359255712833,-0.20169874510175434,-0.34860797145420613,0.6307578805910256,0.3953755809676845,-0.2644213521898328,-0.23773656155071088,-0.27221489026509693,-0.23919235550919413,-0.06173982427005354,-0.7716423387343548,-0.2681050296390437,A5342F,JAL,False,2020,False,15096,OI,3CR,HN,JAL,2020,Otros,HN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26035405,0,-1.956156121446198,-0.20279578995685132,-0.24337623765571326,-0.20169874510175434,-0.3325919139587839,-0.7119385699057037,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.23919235550919413,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A5642C,COA,False,2023,False,27196,OI,3CR,FG,COA,2023,Otros,FG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25206018,0,-1.6351917424926568,-0.20942128794076612,-0.25317459991040453,-0.20169874510175434,-0.38064008644505065,0.1344303988899,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.238838665579198,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9482B,CAM,False,2023,False,43950,PV,3CR,IN,Otros,2023,Otros,IN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21109470,0,0.9495540521005558,0.15852685594848825,0.006096755641687667,-0.20169874510175434,-0.11797674352012574,0.19973664648215336,-0.31438955862907936,-0.02629634605995143,0.3326547299344525,0.1263384143104097,-0.21805159965526563,0.1038819292885616,-0.18625258983941523,-0.25471241223874586,A5642H,DUR,False,2017,False,32727,OI,3CR,HS,Otros,2017,Otros,HS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21108698,0,0.9495540521005558,-0.19769561016954285,-0.20200402552895858,-0.20169874510175434,-0.29735658746885496,-0.40108083136657763,-0.2256689161794839,-0.1427868761879907,-0.22717889418746043,-0.22566387946004815,-0.20395880748868384,-0.13740758155796132,-0.008453820621806529,0.027199787521393164,A9252D,GUA,False,2017,False,58027,OI,3CR,IN,GUA,2017,Otros,IN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21108755,0,0.9495540521005558,-0.02243193799926913,0.05601878935024468,-0.20169874510175434,0.4842270183077508,-0.6414078225060701,0.306654938518089,-0.06286080425431628,0.27224485266719367,0.09091101770363053,0.07033497063981106,0.11907363317832623,-0.18426723649175694,-0.05190540588127129,A9442D,JAL,False,2017,False,13215,OI,3CR,FG,JAL,2017,Otros,FG,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21108288,0,0.9495540521005558,0.6910663181749943,1.7213555061699388,-0.20169874510175434,0.8013449567171113,-0.63879557260238,-0.2256689161794839,2.6520074962455413,1.9538048336795413,1.6968648514624864,1.1146050949266555,-0.07535690318894735,-0.129292915604906,-0.10074547799769935,A9252C,GUA,False,2017,False,32728,OI,3CR,FG,GUA,2017,Otros,FG,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21346596,1,-0.32120287681754667,-0.12540728465329368,-0.21628215844537707,-0.20169874510175434,-0.37743687494596617,1.1166363626773907,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.09468857702116362,-0.23919235550919413,-0.06173982427005354,-0.12492944470829975,-0.2681050296390437,A9482C,TAM,False,2020,False,67533,OI,3CR,HN,TAM,2020,Otros,HN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21107269,1,0.9495540521005558,-0.19049429465126952,-0.20564065383636904,-0.20169874510175434,-0.37743687494596617,3.0392522917933302,-0.31438955862907936,-0.006639213970155366,-0.248106902986786,-0.2544450805824864,-0.23919235550919413,-0.15572183830476838,-0.12492944470829975,-0.060137265829718047,A5642C,COA,False,2017,False,13175,OI,3CR,HN,COA,2017,Otros,HN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21235620,0,0.6862322554896912,-0.1694162202154417,-0.17316393648885955,-0.20169874510175434,-0.27173089547617935,-0.6152853234691688,-0.31438955862907936,-0.15836403563346468,-0.1415804439653615,-0.22322289285016536,-0.13830824253776658,-0.04880775066288095,-0.27583792605857527,0.5113346589041621,A9472E,MIC,False,2018,False,23930,OI,3CR,FG,MIC,2018,Otros,FG,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21109277,1,0.9495540521005558,-0.17960511856082584,-0.22963349387558318,-0.20169874510175434,-0.37103045194779727,0.6072476314578144,-0.2256689161794839,-0.2644213521898328,-0.248106902986786,-0.15235581675518692,-0.23919235550919413,-0.06173982427005354,-0.12492944470829975,-0.2681050296390437,A9582C,TAM,False,2017,False,26867,OI,3CR,HS,TAM,2017,26867,HS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
21109521,0,0.9495540521005558,-0.19485527556902701,-0.247981975438187,0.03311471934506413,-0.36462402894962836,-0.3906318317518171,-0.31438955862907936,-0.2644213521898328,-0.2367758030811979,-0.24661225839253798,-0.2350852778835347,-0.06173982427005354,-0.17745505250382204,-0.14162041255216934,A5842A,CHP,False,2017,False,32727,OI,3CR,FG,CHP,2017,Otros,FG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21465816,0,-0.6618181361151824,-0.2044595167809669,-0.2500253344140969,-0.20169874510175434,-0.35501439445237504,0.24153264494119553,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.22711167199873258,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9352F,MOR,False,2021,False,24728,OI,3CR,FG,Otros,2021,Otros,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26041032,0,-2.00855846903045,-0.2083801982765847,-0.24882184678778976,-0.20169874510175434,-0.35501439445237504,-0.31748883444849335,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.23919235550919413,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9572B,BCN,True,2024,False,39261,OI,3CR,FG,Otros,2017,Otros,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26012795,0,-1.7963289613142306,-0.2045954718315436,-0.23913966349598795,-0.20169874510175434,-0.22688593448899705,-0.5604280754916758,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.21568863150087286,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A5242B,SIN,False,2023,False,53502,OI,3CR,IN,SIN,2023,Otros,IN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21362455,0,-0.403736574262743,-0.18212524456632453,-0.1999222435428491,0.03311471934506413,-0.37423366344688175,-0.39585633155919736,-0.31438955862907936,-0.08968731851947515,-0.197966533069583,-0.2544450805824864,-0.19983172149770345,-0.1251776837434861,-0.34825685283316843,-0.060137265829718047,A9572G,CMX,False,2020,False,51854,OI,3IS,ST,Otros,2020,Otros,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21362948,1,-0.4129069850899871,-0.19344463688603447,-0.23570579806784292,0.03311471934506413,-0.24610520348350373,0.4217778882958148,-0.31438955862907936,-0.2644213521898328,-0.2280430231357146,-0.19671809555611572,-0.23919235550919413,-0.06173982427005354,0.36264591004192004,-0.2681050296390437,A5842C,CHP,False,2020,False,62521,OI,3CR,FG,CHP,2020,Otros,FG,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21513895,0,-0.9277600501052595,-0.20617979351178095,-0.2453266251993035,-0.20169874510175434,-0.3005597989679394,0.23630814513381526,0.04049301116930257,-0.2644213521898328,-0.23055561643688757,-0.23600147703313468,-0.23919235550919413,-0.06173982427005354,-0.08860999787198408,-0.2681050296390437,A9142I,MIC,False,2021,False,56382,OI,3CR,HS,MIC,2021,Otros,HS,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26004216,0,-1.7347562029027348,-0.20778697042919805,-0.25176914453129795,-0.20169874510175434,-0.35821760595145946,-0.7850815672090274,-0.1369482737298884,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.2414942384980733,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A5742J,ZAC,False,2023,False,19191,OI,3CR,HS,Otros,2023,Otros,HS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
21447613,0,-0.6447873731503005,-0.14191632829174228,-0.1460293280758179,-0.20169874510175434,-0.2813405299734327,-0.5290810766473942,-0.31438955862907936,-0.2644213521898328,-0.21316478518693205,-0.093084232698628,-0.006201541085193411,-0.06173982427005354,0.7927682223701735,0.08020317055775461,A9582F,TAM,False,2021,False,32712,OI,3CR,FG,TAM,2021,Otros,FG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21511103,0,-0.8936985241754959,-0.19603500913521807,-0.24864889140074478,-0.20169874510175434,-0.3101694334651927,-0.40108083136657763,0.3953755809676845,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.21855374943659836,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9482F,TAB,False,2021,False,32732,OI,3CR,HN,Otros,2021,Otros,HN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26034843,0,-1.9142342433787967,-0.20531658817520826,-0.24956841917888606,-0.20169874510175434,-0.36782724044871284,-0.7798570674016472,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.2336287121500534,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A5642K,COA,False,2023,False,13175,OI,3CR,IN,COA,2023,Otros,IN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21107418,0,0.9495540521005558,-0.15342612490354549,-0.07435465173574872,0.2679281837918826,0.04218383143409674,-0.5578158255879857,0.04049301116930257,0.21741168715389228,0.10938636866878633,-0.20363450790708715,-0.238838665579198,-0.07674688575330271,-0.31313863549605564,-0.26642587121639155,A9472E,MIC,False,2017,False,13215,OI,3CR,FG,MIC,2017,Otros,FG,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26041011,0,-2.00855846903045,-0.20821382559417315,-0.2518625099563346,-0.20169874510175434,-0.3229822794615305,-0.7667958178831965,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.23919235550919413,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9482G,YUC,True,2024,False,27198,OI,3CR,IN,Otros,2017,Otros,IN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21256643,0,0.4779329238422909,-0.19465697277584962,-0.2283040028740585,-0.20169874510175434,-0.2877469529716016,-0.5290810766473942,-0.31438955862907936,-0.2644213521898328,-0.23860571208934217,-0.21689202363050816,-0.18600673879778737,-0.06173982427005354,0.6283358991640524,0.07353753273464957,A5642J,COA,False,2018,False,33014,OI,3CR,FG,COA,2018,Otros,FG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21247649,1,0.6141790275613452,0.021903957695790892,-0.14957744081765187,0.502741648238701,-0.14360243551280136,1.5842290954379248,-0.2256689161794839,-0.14829356025928392,0.14487268656023977,-0.2544450805824864,-0.23919235550919413,0.2044849589460594,-0.34825685283316843,-0.060137265829718047,A5442F,MEX,False,2018,False,1001368,OI,3CR,FG,Otros,2018,1001368,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21107514,0,0.9495540521005558,-0.1733860152630138,-0.15047310244233367,0.03311471934506413,-0.20766666549449034,-0.717163069713084,-0.1369482737298884,-0.14441583632030305,-0.2177472843415192,-0.04735129750359334,-0.1560795230913034,-0.12879327513438263,1.3371974980787598,-0.17129416737818165,A9492G,SIN,False,2017,False,32728,OI,3CR,FG,SIN,2017,Otros,FG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21237978,0,0.6600310816975654,-0.19591661564556256,-0.19285883618309668,-0.20169874510175434,-0.15000885851097023,-0.7119385699057037,-0.2256689161794839,-0.21483756068381457,-0.17031923537965707,-0.17819302331046008,-0.1911399182366159,0.011267634863696004,-0.1060496464802158,-0.11608986227260847,A9512C,PUE,False,2018,False,39964,OI,3CR,FG,PUE,2018,Otros,FG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21108172,0,0.9495540521005558,-0.1899314508250748,-0.1812906666089539,-0.20169874510175434,-0.24290199198441928,-0.4245910804997889,-0.2256689161794839,-0.19657913777200403,-0.080297754309719,-0.1802024767309771,-0.21260862729096158,0.10756775674545804,-0.23894083423810822,-0.18173048714734982,A5642D,COA,False,2017,False,44452,OI,3CR,FG,COA,2017,Otros,FG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21107278,0,0.9495540521005558,-0.2033898580703108,-0.23541412823950741,-0.20169874510175434,-0.2877469529716016,0.16316514783049146,-0.31438955862907936,-0.24299623502629733,-0.248106902986786,-0.22680471346262868,-0.2112738994981514,-0.15572183830476838,-0.12492944470829975,-0.02445265045469723,A5642D,COA,False,2017,False,44452,OI,3CR,FG,COA,2017,Otros,FG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
26021180,0,-1.85659166103612,-0.2087028604485344,-0.2509107630770143,-0.20169874510175434,-0.36142081745054394,-0.38801958184812696,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.23040876341835612,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9572A,BCN,False,2023,False,1001368,OI,3CR,FG,Otros,2023,1001368,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
21110072,1,0.9495540521005558,-0.2035570710187951,-0.2274263613693891,0.03311471934506413,-0.3325919139587839,1.1349221120032216,-0.31438955862907936,-0.15061552904291575,-0.248106902986786,-0.23364388210108777,-0.23919235550919413,-0.15572183830476838,-0.12492944470829975,-0.2681050296390437,A5542B,HID,False,2017,False,30901,OI,3CR,FG,Otros,2017,Otros,FG,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
21555992,0,-1.4046214131219494,-0.1951333196125118,-0.23543588696451304,0.03311471934506413,-0.0571157250375212,-0.4324278302108593,-0.31438955862907936,-0.2644213521898328,-0.248106902986786,-0.2544450805824864,-0.1727846053273438,-0.06173982427005354,-0.12492944470829975,-0.060137265829718047,A9142B,MIC,False,2022,False,58075,OI,3CR,IN,MIC,2022,Otros,IN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
21253172,1,0.5133045084616608,-0.1943931292289949,-0.21807955967440554,-0.20169874510175434,-0.326185490960615,1.9839033307025153,-0.31438955862907936,-0.16866079593674105,-0.16449470700736232,-0.2544450805824864,-0.23919235550919413,-0.06278218517780003,-0.34825685283316843,-0.060137265829718047,A5142G,SON,False,2018,False,44972,OI,3CR,HS,Otros,2018,Otros,HS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
